0,1,2,3,4,5
2019-02-06_Pelicans_Wizards,Pelicans Aquires: ;Markieff Morris;2023 second round pick (?-?),Wizards Aquires: ;Wesley Johnson,,,
2019-02-06_76ers_Raptors,76ers Aquires: ;Malachi Richardson;rights to Emir Preldžic;2022 second round pick (#51-Tyrese Martin),Raptors Aquires: ;cash considerations,,,
2019-02-06_Heat_Suns,Heat Aquires: ;Ryan Anderson,Suns Aquires: ;Tyler Johnson;Wayne Ellington;cash,,,
2019-02-06_Bulls_Wizards,Bulls Aquires: ;Otto Porter Jr.,"Wizards Aquires: ;Jabari Parker;Bobby Portis;2023 second round pick (originally protected top 36, protection removed as part of subsequent trade) (?-?)",,,
2019-02-07_Kings_Mavericks,Kings Aquires: ;Harrison Barnes,Mavericks Aquires: ;Justin Jackson (Aaron);Zach Randolph,,,
2019-02-07_Pacers_Rockets,Pacers Aquires: ;Nik Stauskas;Wade Baldwin IV;rights to Maarty Leunen;2021 second round pick (#54-Sandro Mamukelashvili),Rockets Aquires: ;cash,,,
2019-02-07_Bucks_Pelicans_Pistons,Bucks Aquires: ;Nikola Mirotic,Pelicans Aquires: ;Jason Smith;Stanley Johnson;2019 second round pick (from Bucks) (protected top 55) (#57-Jordan Bone);2020 second round pick (from Bucks) (#39-Elijah Hughes);2020 second round pick (from Bucks) (#60-Sam Merrill);2021 second round pick (#43-Greg Brown III),Pistons Aquires: ;Thon Maker,,
2019-02-07_Grizzlies_Hawks,Grizzlies Aquires: ;Tyler Dorsey,Hawks Aquires: ;Shelvin Mack,,,
2019-02-07_Clippers_Lakers,Clippers Aquires: ;Michael Beasley;Ivica Zubac,Lakers Aquires: ;Mike Muscala,,,
2019-02-07_Blazers_Blazers,Blazers Aquires: ;Skal Labissiere,Blazers Aquires: ;Caleb Swanigan,,,
2019-02-07_Kings_Kings,Kings Aquires: ;Caleb Swanigan,Kings Aquires: ;Skal Labissiere,,,
2019-02-07_Clippers_Grizzlies,Clippers Aquires: ;Garrett Temple;JaMychal Green,Grizzlies Aquires: ;Avery Bradley,,,
2019-02-07_76ers_Rockets,76ers Aquires: ;James Ennis III;Rockets option to swap 2021 second round picks with 76ers (not exercised),Rockets Aquires: ;Rockets option to swap 2021 second round picks with 76ers (not exercised),,,
2019-02-07_Cavaliers_Kings_Rockets,Cavaliers Aquires: ;Brandon Knight;Marquese Chriss;2019 first round pick (from Rockets) (#26-Dylan Windler);2022 second round pick (from Rockets) (#31-Andrew Nembhard),Kings Aquires: ;Alec Burks;2020 second round pick (from Rockets) (#52-Kenyon Martin Jr. / K.J. Martin),Rockets Aquires: ;Iman Shumpert;Nik Stauskas;Wade Baldwin IV;2021 second round pick (from Cavaliers) (#54-Sandro Mamukelashvili),,
2019-02-07_76ers_Magic,"76ers Aquires: ;Jonathon Simmons;2019 second round pick (most favorable of Blazers, Cavaliers, Magic, Rockets picks) (#33-Carsen Edwards);draft pick(s) (2020 first round protected top 20, else 2022 second round pick, 2023 second round pick) (2020 #21-Tyrese Maxey)",Magic Aquires: ;Markelle Fultz,,,
2019-02-07_Grizzlies_Raptors,Grizzlies Aquires: ;Jonas Valanciunas;Delon Wright;C.J. Miles;2024 second round pick (?-?),Raptors Aquires: ;Marc Gasol,,,
2019-02-07_Celtics_Hawks,Celtics Aquires: ;2020 second round pick (protected top 55) (not exercised),Hawks Aquires: ;Jabari Bird;cash,,,
2019-02-07_Nets_Raptors,Nets Aquires: ;Greg Monroe;2021 second round pick (#37-J.T. Thor),Raptors Aquires: ;cash considerations,,,
2019-06-19_Hawks_Heat,Hawks Aquires: ;2024 second round pick (protected #31-50 and #56-60) (?-?);$1.9M cash,Heat Aquires: ;2019 second round pick (#44-Bol Bol),,,
2019-06-20_Hawks_Warriors,Hawks Aquires: ;2024 second round pick (?-?);$1.3M cash,Warriors Aquires: ;2019 second round pick (#41-Eric Paschall),,,
2019-06-20_Bucks_Pistons,Bucks Aquires: ;Jon Leuer,Pistons Aquires: ;Tony Snell;rights to Kevin Porter Jr.,,,
2019-06-20_Clippers_Nets,Clippers Aquires: ;rights to Mfiondu Kabengele,"Nets Aquires: ;rights to Jaylen Hands;draft pick(s) (first round pick protected top 14 in 2020-22, else 2023 second round pick, 2024 second round pick) (2020 #19-Saddiq Bey)",,,
2019-06-20_Heat_Nuggets,"Heat Aquires: ;2022 second round pick (less favorable of 76ers, Nuggets picks) (pick forfeited);$1.2M cash considerations",Nuggets Aquires: ;rights to Bol Bol,,,
2019-06-20_Kings_Knicks,Kings Aquires: ;rights to Kyle Guy;$1M cash considerations,Knicks Aquires: ;rights to Ignas Brazdeikis / Iggy Brazdeikis,,,
2019-06-20_Lakers_Magic,Lakers Aquires: ;rights to Talen Horton-Tucker,Magic Aquires: ;2020 second round pick (#58-Paul Reed);$2.2M cash considerations,,,
2019-06-20_Pelicans_Warriors,Pelicans Aquires: ;2021 second round pick (#47-David Johnson (Ricardo));2023 second round pick (?-?);cash considerations,Warriors Aquires: ;rights to Alen Smailagic,,,
2019-06-20_Jazz_Pacers_Warriors,Jazz Aquires: ;rights to Jarrell Brantley;rights to Miye Oni,Pacers Aquires: ;2021 second round pick (from Jazz) (#60-Georgios Kalaitzakis);$1M cash considerations (from Jazz),Warriors Aquires: ;$2M cash considerations (from Jazz),,
2019-06-21_76ers_Wizards,76ers Aquires: ;$2M cash,Wizards Aquires: ;Jonathon Simmons;rights to Admiral Schofield,,,
2019-06-21_76ers_Celtics,76ers Aquires: ;rights to Matisse Thybulle,Celtics Aquires: ;rights to Carsen Edwards;rights to Ty Jerome,,,
2019-06-24_Blazers_Hawks,Blazers Aquires: ;Kent Bazemore,Hawks Aquires: ;Evan Turner,,,
2019-06-26_Cavaliers_Pistons,Cavaliers Aquires: ;rights to Kevin Porter Jr.,Pistons Aquires: ;2020 second round pick (#51-Justinian Jessup);2021 second round pick (#51-Brandon Boston Jr. / B.J. Boston Jr.);2023 second round pick (?-?);2024 second round pick (protected top 55) (?-?);cash,,,
2019-06-26_Mavericks_Pistons,Mavericks Aquires: ;rights to Isaiah Roby;2020 second round pick (#51-Justinian Jessup);2021 second round pick (#51-Brandon Boston Jr. / B.J. Boston Jr.),Pistons Aquires: ;rights to Deividas Sirvydis,,,
2019-07-06_76ers_Hawks,"76ers Aquires: ;rights to Jordan Bone;2020 second round pick (protected #56-60) (#34-Theo Maledon);2023 second round pick (most favorable of Hawks, Hornets, Nets picks) (?-?)",Hawks Aquires: ;rights to Bruno Fernando,,,
2019-07-06_Grizzlies_Thunder,Grizzlies Aquires: ;rights to Brandon Clarke,Thunder Aquires: ;rights to Darius Bazley;2024 second round pick (?-?),,,
2019-07-06_Grizzles_Thunder,Thunder Aquires: ;rights to Darius Bazley;2024 second round pick (?-?),Grizzles Aquires: ;rights to Brandon Clarke,,,
2019-07-06_Bucks_Pacers,"Bucks Aquires: ;first round pick (protected top 14 in 2020-25, unprotected in 2026) (2020 #24-R.J. Hampton);second round pick (one year after Pacers convey second round pick to Nets) (2022 #35-Max Christie);2025 second round pick (?-?);traded player exception",Pacers Aquires: ;Malcolm Brogdon,,,
2019-07-06_Celtics_Suns,"Celtics Aquires: ;first round pick (protected top 7 in 2020, unprotected in 2021) (2020 #30-Desmond Bane);traded player exception",Suns Aquires: ;Aron Baynes;rights to Ty Jerome,,,
2019-07-06_Celtics_Hornets,"Celtics Aquires: ;Kemba Walker;2020 second round pick (less favorable of Knicks, Nets picks) (#47-Yam Madar)",Hornets Aquires: ;Terry Rozier;2020 second round pick (protected top 53) (#56-Grant Riller),,,
2019-07-06_Nets_Spurs_Wizards,Nets Aquires: ;rights to Aaron White;rights to Nemanja Dangubic,Spurs Aquires: ;DeMarre Carroll,Wizards Aquires: ;Davis Bertans,,
2019-07-06_Lakers_Pelicans_Wizards,Lakers Aquires: ;Anthony Davis;Pelicans option to swap 2023 first round picks with Lakers (?-?),"Pelicans Aquires: ;Lonzo Ball;Josh Hart;Brandon Ingram;rights to De'Andre Hunter;first round pick (from Lakers) (protected #8-30 in 2021, unprotected in 2022) (2022 #8-Dyson Daniels);first round pick (from Lakers) (Pelicans option of Lakers 2024 or 2025 pick) (?-?);Pelicans option to swap 2023 first round picks with Lakers (?-?);$1M cash (from Lakers);$1.1M cash (from Wizards)",Wizards Aquires: ;Isaac Bonga;Jemerrio Jones;Moritz Wagner;2022 second round pick (from Lakers) (#38-Kennedy Chandler),,
2019-07-06_Grizzlies_Wizards,Grizzlies Aquires: ;Dwight Howard;traded player exception,Wizards Aquires: ;C.J. Miles,,,
2019-07-06_Suns_Timberwolves,Suns Aquires: ;Dario Saric;rights to Cameron Johnson,Timberwolves Aquires: ;rights to Jarrett Culver,,,
2019-07-06_Hawks_Nets,"Hawks Aquires: ;Allen Crabbe;rights to Nickeil Alexander-Walker;draft pick(s) (first round pick protected top 14 in 2020-22, else 2022 second round pick, 2024 second round pick) (2020 #17-Aleksej Pokusevski)",Nets Aquires: ;Taurean Prince;2021 second round pick (#49-Marcus Zegarowski),,,
2019-07-06_Grizzlies_Jazz,"Grizzlies Aquires: ;Grayson Allen;Jae Crowder;Kyle Korver;rights to Darius Bazley;draft pick(s) (first round pick protected top 7, #15-30 in 2020-21, top 6 in 2022, top 3 in 2023, top 1 in 2024, else 2025 second round pick, 2026 second round pick) (2022 #22-Walker Kessler);traded player exception",Jazz Aquires: ;Mike Conley Jr.,,,
2019-07-06_Hawks_Pelicans,Hawks Aquires: ;Solomon Hill;rights to De'Andre Hunter;rights to Jordan Bone;2023 second round pick (protected top 45) (?-?),"Pelicans Aquires: ;rights to Jaxson Hayes;rights to Nickeil Alexander-Walker;rights to Marcos Louzada Silva / Didi Louzada Silva / Didi Louzada;draft pick(s) (2020 first round pick (protected top 10 in 2020), else 2021 second round pick, 2022 second round pick) (2021 #35-Herbert Jones / Herb Jones (Keyshawn)) (2022 #47-Vince Williams Jr.)",,,
2019-07-07_Grizzlies_Hawks,Grizzlies Aquires: ;Solomon Hill;Miles Plumlee,Hawks Aquires: ;Chandler Parsons,,,
2019-07-07_Grizzlies_Suns,Grizzlies Aquires: ;Josh Jackson;De'Anthony Melton;2020 second round pick (#40-Robert Woodard II);2021 second round pick (protected #36-60) (not exercised),Suns Aquires: ;Jevon Carter;Kyle Korver,,,
2019-07-07_Grizzlies_Warriors,"Grizzlies Aquires: ;Andre Iguodala;first round pick (protected top 4 in 2024, top 1 in 2025, unprotected in 2026) (?-?);$2M cash",Warriors Aquires: ;Julian Washburn,,,
2019-07-07_Jazz_Pelicans,Jazz Aquires: ;2021 second round pick (#47-David Johnson (Ricardo));2023 second round pick (?-?),Pelicans Aquires: ;Derrick Favors,,,
2019-07-07_Bulls_Wizards,"Bulls Aquires: ;Tomas Satoransky;Wizards option to swap Lakers 2022 second round pick with Bulls (more favorable of Bulls, Pistons picks) (#38-Kennedy Chandler)","Wizards Aquires: ;2020 second round pick (more favorable of Bulls pick (protected #56-60), Grizzlies pick (protected #56-60); if one of the picks is protected, Wizards receive the other team's pick) (#37-Vit Krejci);Wizards option to swap Lakers 2022 second round picks with Bulls (#33-Christian Koloko);Bulls removed protection on 2023 second round pick owed to Wizards from previous trade",,,
2019-07-07_Nets_Warriors,"Nets Aquires: ;Kevin Durant;draft pick (first round pick protected top 20 in 2020, else 2025 second round pick) (?-?)",Warriors Aquires: ;D'Angelo Russell;Shabazz Napier;Treveon Graham;traded player exception,,,
2019-07-08_Hawks_Warriors,Hawks Aquires: ;Damian Jones;2026 second round pick (?-?),Warriors Aquires: ;Omari Spellman;traded player exception,,,
2019-07-08_Timberwolves_Warriors,Timberwolves Aquires: ;Shabazz Napier;Treveon Graham;cash,Warriors Aquires: ;rights to Lior Eliyahu,,,
2019-07-08_76ers_Pistons,76ers Aquires: ;2024 second round pick (protected top 55) (?-?);cash considerations,Pistons Aquires: ;rights to Jordan Bone,,,
2019-07-08_Blazers_Timberwolves,Blazers Aquires: ;rights to Bojan Dubljevic;traded player exception,Timberwolves Aquires: ;Jake Layman,,,
2019-07-08_Grizzlies_Mavericks,"Grizzlies Aquires: ;rights to Satnam Singh / Satnam Singh Bhamara;2021 second round pick (#51-Brandon Boston Jr. / B.J. Boston Jr.);2023 second round pick (less favorable of Heat, Mavericks picks) (?-?);traded player exception",Mavericks Aquires: ;Delon Wright,,,
2019-07-08_Nuggets_Thunder,Nuggets Aquires: ;Jerami Grant,"Thunder Aquires: ;draft pick(s) (first round pick protected top 10 in 2020-22, else 2023 second round pick, 2024 second round pick) (2020 #25-Immanuel Quickley);traded player exception",,,
2019-07-10_Clippers_Thunder,Clippers Aquires: ;Paul George;Thunder option to swap 2023 first round picks with Clippers (?-?);Thunder option to swap 2025 first round picks with Clippers (?-?),"Thunder Aquires: ;Danilo Gallinari;Shai Gilgeous-Alexander;2021 first round pick (#18-Tre Mann);2022 first round pick (#12-Jalen Williams);first round pick (protected top 14 in 2023-25, unprotected in 2026) (?-?);Thunder option to swap 2023 first round pick with Clippers (?-?);2024 first round pick (?-?);Thunder option to swap 2025 first round pick with Clippers (?-?);2026 first round pick (?-?)",,,
2019-07-16_Rockets_Thunder,"Rockets Aquires: ;Russell Westbrook;Thunder option to swap 2021 first round picks (Thunder option of Heat, Thunder picks) with Rockets (Rockets pick protected top 4) (not exercised);Thunder option to swap 2025 first round picks with Rockets (Rockets pick protected top 10) (?-?)","Thunder Aquires: ;Chris Paul;Thunder option to swap 2021 first round picks (Thunder option of Heat, Thunder picks) with Rockets (Rockets pick protected top 4) (not exercised);draft pick(s) (2024 first round pick protected top 4, else 2024 second round pick, 2025 second round pick) (?-?);Thunder option to swap 2025 first round picks with Rockets (Rockets pick protected top 10) (?-?);2026 draft pick (first round pick protected top 4, else second round) (?-?)",,,
2019-12-23_Cavaliers_Jazz,Cavaliers Aquires: ;Dante Exum;2022 second round pick (#39-Khalifa Diop);2023 second round pick (?-?),Jazz Aquires: ;Jordan Clarkson,,,
2020-01-16_Hawks_Timberwolves,Hawks Aquires: ;Jeff Teague;Treveon Graham,Timberwolves Aquires: ;Allen Crabbe,,,
2020-01-21_Blazers_Kings,Blazers Aquires: ;Trevor Ariza;Wenyen Gabriel;Caleb Swanigan,Kings Aquires: ;Kent Bazemore;Anthony Tolliver;2024 second round pick (?-?);2025 second round pick (?-?),,,
2020-01-24_Mavericks_Thunder,Mavericks Aquires: ;Justin Patton;cash,Thunder Aquires: ;Isaiah Roby,,,
2020-01-25_Mavericks_Warriors,Mavericks Aquires: ;Willie Cauley-Stein,Warriors Aquires: ;2020 second round pick (#51-Justinian Jessup),,,
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves,Hawks Aquires: ;Clint Capela;Nene / Nene Hilario / Maybyner Hilario,Nuggets Aquires: ;Keita Bates-Diop;Shabazz Napier;Noah Vonleh;Gerald Green (b. 1986-01-26);2020 first round pick (from Rockets) (#22-Zeke Nnaji),Rockets Aquires: ;Robert Covington;Jordan Bell;2024 second round pick (from Hawks) (protected #56-60) (?-?),"Timberwolves Aquires: ;Malik Beasley;Juancho Hernangomez / Juan Hernangomez;Jarred Vanderbilt;Evan Turner;draft pick(s) (first round pick protected top 14 in 2020-22, else 2022 second round pick, 2024 second round pick) (from Hawks) (2020 #17-Aleksej Pokusevski)",
2020-02-06_76ers_Magic,76ers Aquires: ;2020 second round pick (#58-Paul Reed),Magic Aquires: ;James Ennis III,,,
2020-02-06_76ers_Warriors,76ers Aquires: ;Alec Burks;Glenn Robinson III,Warriors Aquires: ;2020 second round pick (#48-Nico Mannion);2021 second round pick (#55-Aaron Wiggins);2022 second round pick (#51-Tyrese Martin),,,
2020-02-06_Blazers_Hawks,Blazers Aquires: ;2024 second round pick (protected top 55) (?-?),Hawks Aquires: ;Skal Labissiere;cash considerations,,,
2020-02-06_Cavaliers_Pistons,Cavaliers Aquires: ;Andre Drummond,"Pistons Aquires: ;Brandon Knight;John Henson;2023 second round pick (less favorable of Cavaliers, Warriors picks) (?-?)",,,
2020-02-06_Hawks_Kings,"Hawks Aquires: ;Dewayne Dedmon;2020 second round pick (more favorable of (a) Heat pick, (b) less favorable of Rockets, Warriors picks) (#50-Skylar Mays);2021 second round pick (#48-Sharife Cooper)",Kings Aquires: ;Jabari Parker;Alex Len,,,
2020-02-06_Nuggets_Wizards,Nuggets Aquires: ;Jordan McRae,Wizards Aquires: ;Shabazz Napier,,,
2020-02-06_Timberwolves_Warriors,Timberwolves Aquires: ;D'Angelo Russell;Jacob Evans;Omari Spellman,"Warriors Aquires: ;Andrew Wiggins;first round pick (protected top 3 in 2021, unprotected in 2022) (2021 #7-Jonathan Kuminga);2021 second round pick (#36-Miles McBride)",,,
2020-02-06_Clippers_Hawks,Clippers Aquires: ;2022 second round pick (protected top 55) (not exercised),Hawks Aquires: ;Derrick Walton Jr.;$1.3M cash considerations,,,
2020-02-06_Grizzlies_Rockets,"Grizzlies Aquires: ;Jordan Bell;Grizzlies option to swap 2023 second round picks (Heat, Mavericks) with Rockets (protected #31-32) (?-?)","Rockets Aquires: ;Bruno Caboclo;Grizzlies option to swap 2023 second round picks (Heat, Mavericks) with Rockets (protected #31-32) (?-?)",,,
2020-02-06_Grizzlies_Heat_Timberwolves,Grizzlies Aquires: ;Dion Waiters;Justise Winslow;Gorgui Dieng,Heat Aquires: ;Andre Iguodala;Jae Crowder;Solomon Hill,Timberwolves Aquires: ;James Johnson,,
2020-02-06_Clippers_Knicks_Wizards,Clippers Aquires: ;Isaiah Thomas;Marcus Morris;Knicks option to swap 2021 first round picks with Clippers (protected top 4) (not exercised),Knicks Aquires: ;Maurice Harkless / Moe Harkless;rights to Issuf Sanon / Yusuf Sanon;2020 first round pick (from Clippers) (#27-Udoka Azubuike);Knicks option to swap 2021 first round picks with Clippers (protected top 4) (from Clippers) (not exercised);2021 second round pick (from Clippers) (#32-Jeremiah Robinson-Earl),Wizards Aquires: ;Jerome Robinson,,
2020-11-16_Suns_Thunder,Suns Aquires: ;Chris Paul;Abdel Nader,"Thunder Aquires: ;Ricky Rubio;Kelly Oubre Jr.;Ty Jerome;Jalen Lecque;first round pick (protected top 12 in 2022, top 10 in 2023, top 8 in 2024, unprotected in 2025) (2022 #30-Peyton Watson)",,,
2020-11-18_Bucks_Cavaliers,Bucks Aquires: ;rights to Ilkan Karaman,Cavaliers Aquires: ;2025 second round pick (?-?);removal of protection on Bucks 2022 first round pick,,,
2020-11-18_Bucks_Magic,Bucks Aquires: ;2020 second round pick (#45-Jordan Nwora),Magic Aquires: ;second round pick (one year after Pacers send second round pick to Nets (2022 #35-Max Christie);2026 second round pick (?-?),,,
2020-11-18_Jazz_Knicks,Jazz Aquires: ;2020 first round pick (#27-Udoka Azubuike);2020 second round pick (#38-Saben Lee),Knicks Aquires: ;rights to Ante Tomic;2020 first round pick (#23-Leandro Bolmaro),,,
2020-11-18_Clippers_Timberwolves,Clippers Aquires: ;rights to Daniel Oturu,Timberwolves Aquires: ;rights to Mathias Lessort;2023 second round pick (?-?),,,
2020-11-18_76ers_Mavericks,76ers Aquires: ;Seth Curry;traded player exception,Mavericks Aquires: ;Josh Richardson;rights to Tyler Bey,,,
2020-11-18_Jazz_Pelicans,Jazz Aquires: ;rights to Elijah Hughes,Pelicans Aquires: ;2022 second round pick (#52-Karlo Matkovic);cash considerations,,,
2020-11-18_Hornets_Pelicans,Hornets Aquires: ;rights to Nick Richards,Pelicans Aquires: ;2024 second round pick (?-?),,,
2020-11-18_Grizzlies_Kings,Grizzlies Aquires: ;rights to Xavier Tillman,"Kings Aquires: ;rights to Robert Woodard II;2022 second round pick (less favorable of Bulls, Pistons picks) (#49-Isaiah Mobley)",,,
2020-11-19_Celtics_Thunder,Celtics Aquires: ;2021 second round pick (protected top 55) (not exercised),Thunder Aquires: ;Vincent Poirier;cash,,,
2020-11-19_Clippers_Nets_Pistons,Clippers Aquires: ;Luke Kennard;Justin Patton;rights to Jay Scrubb;2023 second round pick (from Pistons) (?-?);2024 second round pick (from Pistons) (?-?);2025 second round pick (from Pistons) (?-?);2026 second round pick (from Pistons) (?-?),Nets Aquires: ;Landry Shamet;Bruce Brown;rights to Reggie Perry,Pistons Aquires: ;Rodney McGruder;Dzanan Musa;rights to Saddiq Bey;rights to Jaylen Hands;2021 second round pick (from Nets) (#37-J.T. Thor);cash (from Clippers),,
2020-11-19_Thunder_Wizards,Thunder Aquires: ;Admiral Schofield;rights to Vit Krejci,Wizards Aquires: ;rights to Cassius Winston;2024 second round pick (?-?),,,
2020-11-19_Lakers_Thunder,Lakers Aquires: ;Dennis Schröder,Thunder Aquires: ;Danny Green;rights to Jaden McDaniels;traded player exception,,,
2020-11-20_Hawks_Pistons,Hawks Aquires: ;Tony Snell;Khyri Thomas;traded player exception,Pistons Aquires: ;Dewayne Dedmon;traded player exception,,,
2020-11-20_Blazers_Celtics_Grizzlies,Blazers Aquires: ;Enes Kanter / Enes Freedom,"Celtics Aquires: ;2023 second round pick (from Grizzlies) (more favorable of (a) Rockets pick (protected #31-32), (b) less favorable of Heat, Mavericks picks) (?-?);2025 second round pick (from Grizzlies) (?-?)",Grizzlies Aquires: ;Mario Hezonja;rights to Desmond Bane,,
2020-11-22_Blazers_Rockets,Blazers Aquires: ;Robert Covington,"Rockets Aquires: ;Trevor Ariza;rights to Isaiah Stewart;draft pick (first round pick protected top 14 in 2021-27, else 2027 second round pick) (2021 #23-Usman Garuba)",,,
2020-11-22_Thunder_Warriors,"Thunder Aquires: ;2021 draft pick (first round protected top 20, else second round pick) (#36-Miles McBride);2021 second round pick (#55-Aaron Wiggins)",Warriors Aquires: ;Kelly Oubre Jr.,,,
2020-11-22_Nuggets_Pistons,Nuggets Aquires: ;cash considerations;traded player exception,Pistons Aquires: ;Jerami Grant;rights to Nikola Radicevic,,,
2020-11-22_Jazz_Pistons,Jazz Aquires: ;cash;traded player exception,Pistons Aquires: ;Tony Bradley;rights to Saben Lee,,,
2020-11-23_76ers_Pistons,76ers Aquires: ;Tony Bradley,Pistons Aquires: ;Zhaire Smith,,,
2020-11-23_Jazz_Knicks,Jazz Aquires: ;cash considerations,"Knicks Aquires: ;Ed Davis (Adam);2023 second round pick (?-?);2024 second round pick (more favorable of Cavaliers, Jazz picks) (?-?)",,,
2020-11-23_Cavaliers_Lakers,Cavaliers Aquires: ;JaVale McGee;2026 second round pick (?-?),Lakers Aquires: ;Alfonzo McKinnie;Jordan Bell,,,
2020-11-24_Knicks_Timberwolves,Knicks Aquires: ;Jacob Evans;Omari Spellman;2026 second round pick (?-?),Timberwolves Aquires: ;Ed Davis (Adam),,,
2020-11-24_Hawks_Thunder,Hawks Aquires: ;Danilo Gallinari;cash considerations,Thunder Aquires: ;2025 second round pick (originally protected top 55; modified to protected top 40 in subsequent trade) (?-?),,,
2020-11-24_Pistons_Rockets,Pistons Aquires: ;Trevor Ariza;rights to Isaiah Stewart;2027 second round pick (?-?);cash considerations,"Rockets Aquires: ;Christian Wood;draft pick (first round pick protected top 16 in 2021-22, top 18 in 2023-24, top 13 in 2025, top 11 in 2026, top 9 in 2027, else 2027 second round pick) (?-?);2021 second round pick (#52-Luka Garza)",,,
2020-11-25_Kings_Rockets,Kings Aquires: ;2021 second round pick (#52-Luka Garza);cash,Rockets Aquires: ;rights to Kenyon Martin Jr. / K.J. Martin,,,
2020-11-25_Pacers_Thunder,Pacers Aquires: ;Jalen Lecque,Thunder Aquires: ;T.J. Leaf;2027 second round pick (?-?),,,
2020-11-27_Cavaliers_Jazz,Cavaliers Aquires: ;Rayjon Tucker;2027 second round pick (?-?),Jazz Aquires: ;cash considerations,,,
2020-11-27_Mavericks_Pistons_Thunder,Mavericks Aquires: ;James Johnson,Pistons Aquires: ;Delon Wright,"Thunder Aquires: ;Trevor Ariza;Justin Jackson (Aaron);2023 second round pick (from Mavericks) (more favorable of Heat, Mavericks picks) (?-?);2026 second round pick (from Mavericks) (?-?)",,
2020-11-27_Knicks_Rockets,Knicks Aquires: ;Austin Rivers;the rights to Sergio Llull;rights to Tadija Dragicevic;rights to Axel Hervelle,Rockets Aquires: ;rights to Issuf Sanon / Yusuf Sanon,,,
2020-11-29_Celtics_Hornets,Celtics Aquires: ;2022 second round pick (protected top 55) (not exercised),Hornets Aquires: ;Gordon Hayward;2023 second round pick (protected #46-60) (?-?);2024 second round pick (?-?),,,
2020-12-02_Rockets_Wizards,"Rockets Aquires: ;John Wall (Hildred);draft pick(s) (first round pick protected top 14 in 2023, top 12 in 2024, top 10 in 2025, top 8 in 2026, else 2026 second round pick, 2027 second round pick) (?-?)",Wizards Aquires: ;Russell Westbrook,,,
2020-12-08_76ers_Thunder,76ers Aquires: ;Danny Green;Terrance Ferguson;Vincent Poirier,"Thunder Aquires: ;Al Horford;rights to Theo Maledon;rights to Vasilije Micic;draft pick (first round pick protected top 6 in 2025, top 4 in 2026-27, else 2027 second round) (?-?);cash",,,
2021-01-16_Cavaliers_Nets_Pacers_Rockets,Cavaliers Aquires: ;Jarrett Allen;Taurean Prince;rights to Aleksandar Vezenkov,"Nets Aquires: ;James Harden;Rockets option to swap 2021 first round picks (Blazers, Heat, Pistons, Rockets, Thunder) with Nets (not exercised);Rockets option to swap 2023 first round picks with Nets (?-?);Rockets option to swap 2025 first round picks (Rockets, Thunder) with Nets (?-?);Rockets option to swap 2027 first round picks with Nets (?-?)","Pacers Aquires: ;Caris LeVert;2023 second round pick (from Rockets) (least favorable of Heat, Mavericks, Rockets) (?-?);2024 second round pick (from Cavaliers) (less favorable of Cavaliers, Jazz) (?-?);traded player exception (from Rockets);cash (from Nets)","Rockets Aquires: ;Victor Oladipo;Dante Exum;Rodions Kurucs;Rockets option to swap 2021 first round picks (Blazers, Heat, Pistons, Rockets, Thunder) with Nets (not exercised);2022 first round pick (from Cavaliers) (#24-MarJon Beauchamp);2022 first round pick (from Nets) (#17-Tari Eason);Rockets option to swap 2023 first round picks with Nets (?-?);2024 first round pick (from Nets) (?-?);Rockets option to swap 2025 first round picks (Rockets, Thunder) with Nets (?-?);2026 first round pick (from Nets) (?-?);Rockets option to swap 2027 first round picks with Nets (?-?);traded player exception (from Nets)",
2021-01-22_Cavaliers_Rockets,Cavaliers Aquires: ;2024 second round pick (protected top 55) (?-?),Rockets Aquires: ;Kevin Porter Jr.,,,
2021-02-08_Knicks_Pistons,Knicks Aquires: ;Derrick Rose,Pistons Aquires: ;Dennis Smith Jr.;2021 second round pick (#42-Isaiah Livers);traded player exception,,,
2021-03-13_Pistons_Thunder,Pistons Aquires: ;Hamidou Diallo,Thunder Aquires: ;Sviatoslav Mykhailiuk / Svi Mykhailiuk;2027 second round pick (?-?),,,
2021-03-17_Heat_Thunder,Heat Aquires: ;Trevor Ariza,Thunder Aquires: ;Meyers Leonard;2027 second round pick (?-?);traded player exception,,,
2021-03-18_Bucks_Suns,Bucks Aquires: ;traded player exception;cash considerations,Suns Aquires: ;Torrey Craig,,,
2021-03-19_Bucks_Rockets,"Bucks Aquires: ;P.J. Tucker;Rodions Kurucs;Rockets option to swap 2021 second round pick (more favorable of 76ers, Rockets picks) with Bucks 2021 first round pick (#31-Isaiah Todd);2022 first round pick (#24-MarJon Beauchamp)","Rockets Aquires: ;D.J. Augustin;D.J. Wilson;Rockets option to swap 2021 second round pick (more favorable of 76ers, Rockets picks) with Bucks 2021 first round pick (#24-Josh Christopher);2023 first round pick (?-?)",,,
2021-03-22_Clippers_Kings,Clippers Aquires: ;2022 second round pick (protected #31-54) (not exercised),Kings Aquires: ;Mfiondu Kabengele;2022 second round pick (protected top 55) (not exercised);$2.75M cash,,,
